,ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
2267,587593,m,1/21/1986,79.38,"punjab school education board, mohali",2004,74.4,"punjab state board of technical education & industrial training, chandigarh",2093,2,M.Tech./M.E.,information technology,75.9,2093,0,Uttar Pradesh,2012,510,545,590,0.974396113,615,-1,-1,-1,-1,-1,-1,-0.0154,0.3789,0.3174,-0.1076,0.4805,300000
2268,536526,m,8/5/1990,74.67,up board,2007,73.2,up board,9738,2,B.Tech/B.E.,computer engineering,69.64,9738,0,Uttar Pradesh,2012,605,560,750,0.979521744,625,-1,-1,-1,-1,-1,-1,-1.3447,0.8128,0.2366,-1.1128,0.0679,150000
2269,1192843,m,3/24/1992,85.3,state board,2009,92.2,state board,3629,2,B.Tech/B.E.,electronics and communication engineering,70.24,3629,0,Andhra Pradesh,2013,595,690,465,-1.0,465,-1,346,-1,-1,-1,-1,-0.3027,-0.6201,-1.2196,-0.3612,-0.4776,330000
2270,814610,m,2/5/1992,76.8,bihar school examination board patna,2008,64.0,bihar school examination board patna,6946,2,B.Tech/B.E.,electrical engineering,70.44,6946,0,Bihar,2013,360,585,575,0.557389506,-1,-1,-1,-1,420,-1,-1,0.2718,1.5444,1.7007,-1.8824,1.0554,180000
2271,243279,f,10/2/1988,61.4,cbse,2007,62.8,cbse,55,2,B.Tech/B.E.,computer engineering,69.98,55,0,Uttar Pradesh,2011,375,505,435,0.3423149,365,-1,-1,-1,-1,-1,-1,-0.1082,0.6568,0.2366,-0.0552,0.0284,300000
2272,1124993,f,7/25/1993,79.0,cbse,2010,91.2,state board,1032,2,B.Tech/B.E.,electronics and communication engineering,78.0,1032,1,Telangana,2014,675,640,560,0.493596387,355,324,-1,-1,-1,-1,-1,-0.159,0.3789,-1.6807,0.9066,-0.6692,200000
2273,693630,f,7/16/1990,77.4,cbse,2008,68.8,cbse,568,2,B.Tech/B.E.,electronics and electrical engineering,75.16,568,0,Uttar Pradesh,2013,625,500,560,0.758379883,-1,433,-1,-1,473,-1,-1,0.1282,-0.2871,1.2396,-0.3612,-0.8608,105000
2274,535193,f,4/22/1991,82.0,state board,2009,66.0,state board,11635,2,B.Tech/B.E.,computer engineering,63.0,11635,0,Maharashtra,2013,615,500,455,0.864685413,525,-1,-1,-1,-1,-1,-1,0.8192,1.3198,0.3817,-0.9953,0.3444,360000
2275,308225,m,7/24/1989,73.0,cbse,2006,64.0,cbse,350,2,B.Tech/B.E.,information technology,67.0,350,0,Uttar Pradesh,2012,505,465,555,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.5719,-1.0593,1.1074,1.2374,-0.4455,460000
2276,1088362,m,3/8/1989,75.0,icse,2007,74.0,icse,1023,2,B.Tech/B.E.,electrical engineering,59.0,1023,0,Kerala,2011,720,545,405,-1.0,485,-1,407,-1,-1,-1,-1,-0.0154,0.2124,0.6248,0.0192,-0.6692,100000
2277,1063873,m,8/3/1992,84.0,state board,2009,87.7,state board,11439,2,B.Tech/B.E.,electronics and communication engineering,70.02,11439,0,Telangana,2013,510,420,320,-1.0,385,-1,284,-1,-1,-1,-1,1.9953,0.5454,0.1637,0.5262,0.6721,150000
2278,544522,m,3/20/1991,91.6,cbse,2009,86.6,cbse,1754,2,B.Tech/B.E.,electronics and communication engineering,72.0,1754,0,Kerala,2013,695,520,680,0.824666401,-1,400,-1,-1,-1,366,-1,0.0464,1.5928,-0.6343,-1.671,0.0284,370000
2279,351836,f,7/30/1991,87.0,rbse,2008,67.23,rbse,2927,2,B.Tech/B.E.,computer engineering,75.08,2927,1,Rajasthan,2012,295,305,375,0.013962304,-1,-1,-1,-1,-1,-1,-1,0.2782,0.6568,0.2366,2.2949,-0.7615,180000
2280,1255797,m,6/5/1992,74.0,state board,2009,73.0,state board,7376,2,B.Tech/B.E.,electronics and communication engineering,65.95,7376,0,Uttar Pradesh,2015,420,375,430,0.649389715,-1,356,-1,-1,-1,-1,-1,0.2718,0.3789,1.3933,1.1601,0.8637,320000
2282,425551,m,3/25/1990,75.6,cbse,2007,59.2,cbse,75,2,B.Tech/B.E.,electronics and communication engineering,66.5,75,0,Uttar Pradesh,2012,515,465,625,0.538386893,-1,333,-1,-1,-1,260,-1,-0.4173,0.9688,0.672,-1.5828,0.0284,360000
2283,824917,m,11/29/1988,63.0,icse,2008,55.0,state board,115,2,MCA,computer application,64.0,115,0,Punjab,2014,520,545,560,0.622642916,445,-1,407,-1,-1,-1,-1,-0.159,0.3789,0.4711,1.4136,-0.2859,105000
2284,334312,m,12/9/1990,79.8,cbse,2007,81.2,cbse,1622,2,B.Tech/B.E.,computer engineering,80.26,1622,0,Madhya Pradesh,2012,515,545,665,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.881,0.3448,-1.6502,0.26793,-0.1295,490000
2285,614115,m,8/14/1992,82.6,cbse,2009,68.4,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,72.0,272,0,Punjab,2013,570,500,590,-1.0,-1,-1,-1,-1,-1,-1,-1,0.99,-0.6201,-0.4511,0.3995,-1.0524,350000
2287,456580,m,11/21/1991,89.5,ap state board for secondary education,2008,94.9,ap board for intermediate education,9796,2,B.Tech/B.E.,electronics and communication engineering,72.95,9796,1,Telangana,2012,635,535,645,0.960603252,415,466,-1,-1,-1,526,-1,1.2056,1.1248,0.2366,-0.5253,0.0284,150000
2290,342044,m,10/8/1989,75.0,cbse,2007,84.0,cbse,2563,2,B.Tech/B.E.,computer engineering,83.86,2563,0,Uttarakhand,2012,625,575,725,0.995464719,685,-1,-1,-1,-1,-1,-1,-0.4173,0.0328,-2.1219,-1.34787,0.1864,420000
2293,1020633,m,6/6/1992,78.2,cbse,2010,82.0,cbse,250,1,B.Tech/B.E.,electronics and communication engineering,67.0,250,0,Haryana,2014,720,530,500,0.649389715,475,356,-1,-1,-1,-1,-1,-1.7389,-1.2861,-1.6807,1.2869,-1.6273,610000
2294,120511,m,12/3/1988,76.36,matriculation,2006,71.5,matriculation,1353,2,B.Tech/B.E.,computer engineering,60.13,1353,0,Andhra Pradesh,2010,445,465,355,0.635978756,445,-1,-1,-1,-1,-1,-1,0.9737,0.6568,-0.344,-1.2303,-0.6035,115000
2296,1218477,m,11/9/1991,84.4,state board,2009,88.0,state board,11839,2,M.Tech./M.E.,electronics and communication engineering,81.5,11839,0,Madhya Pradesh,2015,430,555,535,0.943272158,345,452,-1,-1,-1,-1,-1,-0.0154,0.3789,-0.6048,-1.1218,0.8637,180000
2297,358100,f,8/8/1991,74.2,hbse,2008,65.6,cbse,10185,2,B.Tech/B.E.,information technology,68.66,10185,0,Haryana,2012,335,525,475,0.563267824,425,-1,-1,-1,-1,-1,-1,-1.3447,-1.5273,0.8171,-0.0552,-1.2354,350000
2299,614210,m,9/22/1992,87.0,cbse,2010,76.8,cbse,17205,2,B.Tech/B.E.,electronics and electrical engineering,69.93,17205,0,Punjab,2014,720,620,500,0.938399137,-1,-1,-1,-1,553,-1,-1,-0.4463,-0.1206,-0.1437,0.9066,-1.8189,225000
2301,1136448,m,10/4/1992,78.0,cbse,2010,68.0,cbse,16719,2,B.Tech/B.E.,electronics and communication engineering,68.16,16719,0,Haryana,2014,570,435,270,-1.0,285,-1,-1,-1,-1,-1,-1,1.5644,0.7119,-1.2196,-0.4879,1.4386,265000
2302,809429,m,1/13/1992,83.0,state board,2009,65.0,state board,11010,2,B.Tech/B.E.,electronics and communication engineering,65.0,11010,1,Karnataka,2013,485,385,445,0.783303537,405,388,-1,-1,-1,-1,-1,-0.5899,0.7119,0.6248,0.1459,0.6721,205000
2303,1236393,f,2/6/1993,69.6,state board,2009,68.0,state board,272,2,B.Tech/B.E.,electronics and communication engineering,70.29,272,0,Punjab,2015,395,505,525,0.783303537,455,388,-1,-1,-1,-1,-1,0.1282,-0.4536,0.1637,0.3995,-0.4776,120000
2304,1029538,m,8/5/1990,73.5,state board,2009,71.8,state board,7010,2,B.Tech/B.E.,information technology,83.9,7010,1,West Bengal,2013,535,605,665,0.998876108,735,-1,653,-1,-1,-1,-1,1.4208,1.0449,0.6248,0.2727,1.247,340000
2306,215845,m,1/18/1987,75.0,0,2003,70.0,0,5026,2,B.Tech/B.E.,electronics and electrical engineering,80.0,5026,0,Orissa,2011,385,505,545,0.229481755,335,266,-1,-1,-1,-1,-1,0.6646,-0.2793,-0.0537,1.4724,0.0284,280000
2307,434561,m,1/26/1989,56.0,bse,2007,62.0,scte&vt,3054,2,B.Tech/B.E.,computer engineering,62.0,3054,0,Orissa,2012,365,355,305,0.3423149,365,300,-1,-1,-1,-1,-1,0.3836,-0.9884,-0.2516,0.4041,-0.8045,100000
2311,240990,m,5/24/1988,55.0,0,2005,69.0,0,4287,2,MCA,computer application,75.0,4287,0,Karnataka,2011,365,305,545,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,1.2525,0.7673,0.3444,505000
2313,1094002,f,9/8/1992,86.8,cbse,2010,78.6,cbse,13038,2,B.Tech/B.E.,electronics and communication engineering,77.4,13038,0,Rajasthan,2014,570,485,355,0.493596387,495,324,-1,-1,-1,-1,-1,0.99,1.5444,-0.6048,-0.4879,0.4805,325000
2315,325730,f,1/21/1991,85.0,ssc,2008,93.4,"board of intermediate,ap",9164,2,B.Tech/B.E.,computer engineering,76.16,9164,1,Telangana,2012,525,605,595,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.4173,1.0858,-0.2714,-0.40777,0.0284,820000
2316,861982,m,3/25/1991,85.0,icse,2008,80.0,icse,65,2,B.Tech/B.E.,electronics and communication engineering,63.0,65,0,Uttar Pradesh,2013,660,585,620,0.021969109,-1,164,376,-1,-1,-1,-1,1.2772,-0.6201,-0.1437,-1.6289,-0.0943,305000
2317,922592,m,8/20/1992,79.0,icse,2010,78.0,icse,272,2,B.Tech/B.E.,electronics and communication engineering,73.0,272,0,Punjab,2014,485,610,575,0.493596387,495,324,-1,-1,-1,-1,-1,-2.0262,0.3789,-1.2196,0.3995,0.6721,180000
2318,1218606,m,9/28/1991,60.0,state board,2009,47.0,state board,6835,2,B.Tech/B.E.,information technology,59.9,6835,0,Uttar Pradesh,2014,395,400,390,0.486747008,305,-1,376,-1,-1,-1,-1,0.8463,-0.2871,0.01,0.2727,0.0973,120000
2319,197194,m,8/2/1989,61.0,up board,2005,48.0,up board,493,2,B.Tech/B.E.,information technology,68.16,493,0,Uttar Pradesh,2011,505,505,445,0.190153406,315,-1,-1,-1,-1,-1,-1,-1.0355,-1.3713,0.2366,-0.5253,0.0284,240000
2321,831042,f,9/28/1992,90.8,cbse,2010,77.0,cbse,8195,1,B.Tech/B.E.,information technology,77.0,8195,1,Delhi,2014,520,630,680,0.23780284,425,-1,315,-1,-1,-1,-1,-1.0208,0.8784,1.2396,-0.1076,1.6302,300000
2323,334001,m,8/25/1990,80.2,cbse ,2008,79.8,cbse,1622,2,B.Tech/B.E.,mechanical engineering,75.72,1622,0,Madhya Pradesh,2012,415,435,554,0.978855302,-1,-1,-1,564,-1,-1,-1,0.9737,1.4368,0.0914,-0.43717,-0.4455,415000
2324,1068237,m,6/27/1993,81.83,state board,2010,89.1,state board,15456,2,B.Tech/B.E.,electronics and electrical engineering,65.4,15456,0,Andhra Pradesh,2014,465,510,450,-1.0,-1,-1,-1,-1,-1,-1,-1,0.8463,1.2114,0.3174,-1.6289,-0.2859,110000
2325,639536,m,4/28/1990,71.0,upboard,2008,61.0,cbse,172,2,B.Tech/B.E.,mechanical engineering,74.43,172,0,Uttar Pradesh,2013,440,435,485,0.755375121,-1,-1,-1,446,-1,-1,-1,1.4208,1.0449,1.2396,0.5262,1.247,210000
2326,872434,m,2/24/1991,59.33,state board,2008,72.77,state board,347,2,MCA,computer application,75.96,347,0,Uttar Pradesh,2014,545,630,500,0.842248322,465,-1,469,-1,-1,-1,-1,0.1282,0.0459,1.8543,-0.1076,0.4805,120000
2327,220642,m,12/20/1988,81.6,icse,2008,75.6,punjab state board of technical education & industrial training,10950,1,B.Tech/B.E.,electronics and communication engineering,82.1,10950,0,Punjab,2011,555,554,605,0.694479328,-1,366,-1,-1,-1,-1,-1,-1.8083,-0.4353,0.672,-1.3478,-0.9194,700000
2329,1075753,f,7/21/1993,84.0,state board,2011,89.3,state board,14382,2,B.Tech/B.E.,computer engineering,79.0,14382,1,Telangana,2015,500,375,520,0.356536488,285,-1,346,-1,-1,-1,-1,1.4208,1.7109,1.2396,0.1459,0.6721,300000
2330,339705,f,12/4/1990,59.6,uttar pradesh board,2008,67.6,uttar pradesh board,11368,2,B.Tech/B.E.,information technology,74.0,11368,0,Uttar Pradesh,2012,435,545,455,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2782,0.8128,0.5269,-0.34897,-0.6035,240000
2332,320536,m,8/28/1990,88.16,ssc,2008,92.5,andhra pradesh,5015,2,B.Tech/B.E.,computer engineering,61.2,5015,0,Andhra Pradesh,2012,495,575,625,0.983749967,635,-1,-1,-1,-1,-1,-1,1.4374,1.9048,0.9623,0.4442,0.5024,490000
2333,1031152,m,4/30/1992,78.6,state board,2010,79.0,state board,8808,2,B.Tech/B.E.,electronics and communication engineering,74.0,8808,0,Tamil Nadu,2014,675,565,405,0.868736585,335,-1,376,-1,-1,420,-1,0.8463,1.0449,0.7785,-2.643,0.2889,330000
2334,230113,m,1/19/1989,88.0,cbse,2006,81.4,cbse,1390,2,B.Tech/B.E.,computer engineering,75.57,1390,0,Uttar Pradesh,2011,705,625,625,0.997427833,705,-1,-1,-1,-1,-1,-1,0.51,1.2808,0.0914,-0.7603,0.5024,650000
2335,53132,m,9/17/1988,88.4,cbse,2006,82.0,cbse,4056,2,B.Tech/B.E.,information technology,55.6,4056,1,Maharashtra,2010,615,525,544,0.843123727,515,-1,-1,-1,-1,-1,-1,-1.4992,0.9688,-0.6343,-0.2902,-1.7093,755000
2336,243949,m,4/15/1990,74.0,0,2008,63.0,0,2656,2,B.Tech/B.E.,electronics and communication engineering,65.0,2656,0,Haryana,2011,375,445,445,0.023312168,-1,166,-1,-1,-1,260,-1,0.51,-0.7473,0.672,-0.7603,0.0284,600000
2337,281195,m,7/8/1989,80.8,cbse,2007,66.2,cbse,3144,2,B.Tech/B.E.,electronics and communication engineering,87.5,3144,1,Tamil Nadu,2011,535,515,475,0.229481755,425,266,-1,-1,-1,366,-1,0.3555,0.3448,0.672,-1.1128,-0.1295,250000
2338,1122979,m,2/7/1991,68.0,cbse,2009,78.0,cbse,5400,2,B.Tech/B.E.,information technology,63.2,5400,0,Madhya Pradesh,2013,500,555,665,0.978799293,615,-1,561,-1,-1,-1,-1,-0.3027,-1.9521,-0.6048,0.653,-0.0943,335000
2339,861954,m,1/17/1992,82.0,state board,2007,62.0,cbse,11613,2,B.Tech/B.E.,computer engineering,62.0,11613,0,Maharashtra,2013,640,535,590,0.953899775,475,-1,530,-1,-1,-1,-1,1.2772,0.5454,1.8543,-0.995,0.0973,350000
2340,455164,f,7/22/1990,70.0,cbse,2007,65.0,cbse,272,2,B.Tech/B.E.,computer engineering,74.0,272,0,Punjab,2012,485,485,445,0.600057182,435,-1,-1,-1,-1,-1,-1,0.9737,1.1248,-1.2148,-1.4066,-1.0774,200000
2341,845625,f,3/13/1992,85.6,cbse,2010,69.6,cbse,14351,2,B.Tech/B.E.,information technology,76.6,14351,0,Punjab,2014,535,535,400,0.744758354,-1,-1,438,-1,-1,-1,-1,-1.1644,-0.2871,-1.6807,0.3995,-1.6273,150000
2342,51397,f,4/27/1988,91.0,"sslc,karnataka",2006,85.0,pre-university,182,2,B.Tech/B.E.,electronics and communication engineering,74.0,182,1,Karnataka,2010,465,495,485,0.376059587,385,300,-1,-1,-1,-1,-1,-0.2628,0.5008,-0.1988,-1.4653,0.0284,680000
2343,552939,m,4/13/1991,56.2,cbse,2008,70.0,cbse,13,1,B.Tech/B.E.,electronics and electrical engineering,73.25,13,1,Delhi,2012,500,440,455,0.694479328,-1,366,-1,-1,-1,-1,-1,0.99,-0.7866,0.1637,1.0333,0.2889,200000
2344,922603,m,5/13/1992,74.0,state board,2009,72.0,state board,272,2,B.Tech/B.E.,electronics and communication engineering,62.1,272,0,Punjab,2014,590,670,500,0.783303537,475,388,-1,-1,-1,-1,-1,-0.4463,0.0459,0.9322,-1.8824,0.4805,320000
2345,1229814,f,1/7/1992,95.0,state board,2009,85.0,state board,276,2,B.Tech/B.E.,electronics and electrical engineering,67.0,276,1,Karnataka,2013,535,510,485,0.193768442,375,-1,-1,-1,324,-1,-1,0.8463,0.7119,0.01,-2.2627,1.0554,315000
2346,988541,f,4/7/1992,84.4,icse,2010,74.6,icse,903,2,B.Tech/B.E.,information technology,77.26,903,0,Uttar Pradesh,2014,385,510,310,0.276047228,345,-1,-1,-1,-1,-1,-1,0.2718,-0.2871,-1.6807,-0.2344,-0.4776,275000
2347,271119,m,12/1/1989,82.33,0,2008,76.89,0,1329,2,B.Tech/B.E.,information technology,55.89,1329,1,Maharashtra,2011,515,615,695,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.0537,-0.9953,-1.8673,470000
2349,1281760,m,9/10/1992,77.0,icse,2009,70.0,icse,3579,2,B.Tech/B.E.,electronics and communication engineering,66.72,3579,0,Uttar Pradesh,2014,525,590,635,0.112139438,-1,228,-1,-1,-1,388,-1,-0.0154,-0.2871,-1.527,-0.4879,-2.2021,250000
2351,1117619,m,7/29/1992,70.2,state board,2009,67.4,state board,14662,2,B.Tech/B.E.,information technology,66.0,14662,0,Chhattisgarh,2013,420,455,440,0.165633092,305,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.3174,0.3995,1.0554,120000
2353,861979,m,7/2/1990,72.0,cbse,2009,55.0,cbse,9737,2,B.Tech/B.E.,mechanical engineering,61.0,9737,0,Uttar Pradesh,2013,555,555,385,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.4463,-0.1206,-1.0659,-0.1076,-0.0943,240000
2354,325403,f,5/1/1991,76.93,0,2008,79.5,0,7172,2,B.Tech/B.E.,computer engineering,63.25,7172,0,Maharashtra,2012,394,475,515,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2009,0.9688,-1.7954,-0.4078,0.5419,100000
2356,1019771,m,10/9/1990,78.4,cbse,2010,50.2,nios,3791,2,B.Tech/B.E.,electrical engineering,64.8,3791,0,Karnataka,2014,455,435,475,0.557389506,-1,292,-1,-1,420,-1,-1,1.8517,0.0459,-0.7585,-2.136,-0.4776,240000
2357,955531,f,10/2/1992,75.0,cbse,2010,71.6,cbse,17244,2,B.Tech/B.E.,electronics and communication engineering,75.04,17244,0,Uttar Pradesh,2014,465,535,555,0.649389715,345,356,-1,-1,-1,473,-1,-0.3027,-0.6201,-3.525,-0.2344,-1.4356,300000
2358,1203490,m,7/10/1992,59.0,cbse,2010,55.0,cbse,12600,2,B.Tech/B.E.,mechanical engineering,66.0,12600,0,Uttarakhand,2015,325,410,370,0.328746379,-1,-1,-1,346,-1,-1,-1,-3.1752,-0.1206,0.4711,1.6672,0.4805,95000
2359,344262,m,5/25/1990,79.0,cbse,2007,72.0,cbse,48,1,B.Tech/B.E.,electronics and communication engineering,78.96,48,1,Delhi,2012,565,475,615,0.229481755,485,266,-1,-1,-1,-1,-1,1.4374,1.9048,1.2525,-0.26087,0.8183,240000
2360,619705,m,10/20/1991,97.76,state board,2009,96.33,state board,275,2,B.Tech/B.E.,electronics and communication engineering,96.9,275,1,Karnataka,2013,650,655,720,0.985461394,-1,500,-1,-1,-1,393,-1,1.5644,0.7119,0.4711,-0.3612,0.2889,800000
2361,885459,m,8/27/1992,93.07,state board,2010,90.0,state board,17146,2,B.Tech/B.E.,mechanical engineering,66.0,17146,0,Maharashtra,2014,485,450,455,0.598280691,-1,-1,-1,407,-1,-1,-1,-0.3027,-1.4526,-0.2974,1.2869,-1.4356,145000
2362,327983,f,9/1/1990,87.0,karnataka secondory education board,2008,75.0,karnataka pu board,4287,2,B.Tech/B.E.,information technology,65.0,4287,0,Karnataka,2012,435,565,575,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2511,1.58993,-0.9194,420000
2363,123182,f,7/16/1989,78.0,cbse,2007,66.67,cbse,15644,2,MCA,computer application,64.67,15644,1,Rajasthan,2013,365,464,375,0.23780284,425,-1,315,-1,-1,-1,-1,-1.1644,-0.1206,-0.2974,-1.2486,0.8637,160000
2364,230511,m,4/14/1985,75.1,up board,2003,63.9,up board,64,2,B.Tech/B.E.,computer engineering,60.65,64,0,Uttar Pradesh,2011,475,455,525,0.3423149,365,-1,-1,-1,-1,-1,-1,-0.4595,0.0328,-1.7083,0.2759,0.7657,240000
2366,104314,f,12/1/1988,77.7,matriculation,2006,85.3,stateboard,449,2,B.Tech/B.E.,information technology,83.9,449,1,Tamil Nadu,2010,464,435,554,0.700826162,464,-1,-1,-1,-1,-1,-1,-1.3447,-1.2153,-0.6343,-0.2902,-1.0774,530000
2368,1098819,f,7/7/1990,81.0,state board,2008,76.0,state board,11162,2,B.Tech/B.E.,information technology,81.0,11162,0,West Bengal,2012,675,570,355,0.911395278,515,-1,500,-1,-1,-1,-1,-0.0154,0.7119,-0.7585,1.0333,0.4805,90000
2370,807970,m,1/19/1992,84.0,cbse,2009,93.4,state board,7269,2,B.Tech/B.E.,electronics and communication engineering,81.0,7269,1,Telangana,2013,685,610,590,0.88162007,405,420,-1,-1,-1,446,-1,0.8463,0.8784,1.0859,-0.4879,0.6721,350000
2372,542424,m,1/8/1992,78.66,upboard,2008,70.6,upboard,350,2,B.Tech/B.E.,electronics and electrical engineering,74.96,350,0,Uttar Pradesh,2013,415,485,530,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.4173,0.1498,-0.598,0.6498,0.1864,215000
2373,1031075,m,6/12/1993,82.8,state board,2010,92.4,state board,4071,2,B.Tech/B.E.,electronics and communication engineering,74.5,4071,0,Andhra Pradesh,2014,395,510,605,0.338786347,385,292,-1,-1,-1,-1,-1,0.99,0.7119,1.2396,-1.6289,1.0554,280000
2374,112780,f,7/20/1990,75.4,cbse,2007,75.6,cbse,987,2,B.Tech/B.E.,information technology,80.7,987,0,Orissa,2011,625,515,535,0.635978756,445,-1,-1,-1,-1,-1,-1,0.3555,1.1248,0.672,0.5323,1.4502,240000
2376,1000456,m,4/18/1986,65.8,cbse,2003,67.6,cbse,3685,2,MCA,computer application,66.35,3685,0,Madhya Pradesh,2013,475,485,535,0.622642916,445,-1,407,-1,-1,-1,-1,-0.7335,-0.4536,0.4711,0.2727,0.4805,320000
2377,691865,m,9/4/1992,80.4,cbse,2009,80.6,state board,519,2,B.Tech/B.E.,electronics and electrical engineering,65.12,519,1,Tamil Nadu,2013,545,450,525,-1.0,275,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-2.2954,-0.995,-0.8608,240000
2378,995969,m,3/11/1992,82.0,state board,2009,94.6,state board,1161,2,B.Tech/B.E.,electronics and communication engineering,81.56,1161,0,Andhra Pradesh,2013,525,605,740,-1.0,395,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,1.547,-0.6147,0.2889,180000
2379,1122901,m,4/11/1989,66.67,state board,2006,76.0,state board,70,2,B.Tech/B.E.,electronics and communication engineering,73.46,70,0,Uttar Pradesh,2012,735,580,570,-1.0,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.4536,-1.2196,-1.2486,-2.0105,245000
2382,270814,m,6/8/1989,75.4,state board,2007,74.7,state board,4554,2,B.Tech/B.E.,information technology,63.1,4554,0,Tamil Nadu,2011,665,665,635,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.2628,0.3448,0.3817,-1.1128,-1.0774,240000
2383,1006997,f,9/13/1992,64.2,icse,2010,64.1,icse,3449,2,B.Tech/B.E.,information technology,71.0,3449,0,Madhya Pradesh,2014,510,505,595,0.978799293,455,-1,561,-1,-1,-1,-1,0.4155,0.0459,0.01,0.2727,0.0973,300000
2384,676764,m,9/6/1989,71.4,state board,2007,68.8,state board,547,2,MCA,computer application,79.1,547,0,Madhya Pradesh,2013,395,425,590,0.916869961,555,-1,-1,-1,-1,-1,-1,-1.7389,-2.1186,-2.2954,0.0192,-1.8189,170000
2386,78723,m,8/23/1987,81.2,cbse,2005,68.4,cbse,1920,2,B.Tech/B.E.,information technology,67.98,1920,0,Uttar Pradesh,2010,505,525,525,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.7264,1.1248,0.0914,2.53,0.8183,425000
2387,660772,m,7/29/1991,83.0,icse,2008,83.0,icse,568,2,B.Tech/B.E.,information technology,75.4,568,0,Uttar Pradesh,2012,580,570,825,0.968237496,605,-1,-1,-1,-1,-1,-1,0.5591,0.2124,0.01,-0.1076,-0.2859,480000
2388,1142387,m,1/15/1993,73.4,state board,2010,65.8,state board,1213,2,B.Tech/B.E.,information technology,68.0,1213,0,Madhya Pradesh,2014,455,505,630,0.356536488,355,-1,346,-1,-1,-1,-1,-1.1644,0.0459,-0.6048,-1.2486,-1.0524,180000
2389,440759,m,1/16/1991,89.3,cbse,2007,76.4,cbse,35,1,B.Tech/B.E.,electronics and communication engineering,76.91,35,1,Delhi,2012,535,465,605,0.538386893,-1,333,-1,-1,-1,366,-1,-2.272,-0.4353,-0.344,2.4125,0.1864,140000
2390,1218863,f,8/24/1992,64.8,cbse,2010,75.2,state board,14016,2,B.Tech/B.E.,electronics and communication engineering,67.2,14016,0,Punjab,2014,430,455,320,0.112139438,-1,228,-1,-1,-1,356,-1,0.7027,0.5454,0.9322,0.7798,0.4805,150000
2391,358189,m,11/20/1989,74.8,cbse,2007,75.4,cbse,167,2,B.Tech/B.E.,electronics and communication engineering,64.19,167,0,Haryana,2012,605,435,525,0.694479328,-1,366,-1,-1,-1,-1,-1,-1.0135,-0.2793,-0.1988,0.7493,-0.2875,345000
2392,1193152,m,11/13/1992,68.6,cbse,2010,64.8,cbse,1155,2,B.Tech/B.E.,electronics and communication engineering,60.3,1155,0,Uttar Pradesh,2014,535,555,560,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,-0.1206,0.01,-0.6147,-0.8608,300000
2393,202935,m,11/8/1988,90.0,ssc,2008,79.1,sbtet,3174,2,B.Tech/B.E.,mechanical engineering,75.45,3174,0,Andhra Pradesh,2011,425,325,505,0.654107475,375,266,-1,420,-1,-1,380,1.9011,0.8128,0.2366,-1.8179,-1.5513,440000
2394,656288,f,7/1/1992,90.27,state board,2009,95.41,state board,2959,2,B.Tech/B.E.,electronics and communication engineering,85.0,2959,0,Tamil Nadu,2013,380,580,445,0.694479328,405,366,-1,-1,-1,340,-1,-0.4463,-0.1206,0.6248,1.2869,1.0554,180000
2396,306802,m,2/28/1990,62.34,cbse,2006,59.0,bice,4504,2,B.Tech/B.E.,electronics and communication engineering,66.66,4504,0,Madhya Pradesh,2011,565,395,555,0.229481755,-1,266,-1,-1,-1,340,-1,0.8192,-0.1232,-0.9245,-0.0552,1.1343,240000
2397,514731,m,9/18/1990,63.0,cbse,2008,62.0,cbse,8504,2,B.Tech/B.E.,information technology,79.0,8504,1,Rajasthan,2012,580,535,455,0.884122512,535,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-1.4688,1.9424,-1.3934,445000
2398,143926,f,12/7/1989,81.0,cbse,2007,77.0,cbse,527,2,B.Tech/B.E.,electronics and communication engineering,77.0,527,0,Haryana,2011,505,475,505,0.124502074,385,233,-1,-1,-1,-1,-1,-0.1082,-0.4353,-0.6343,0.7673,1.2923,500000
